Hash_S3_AWS,Hash_Local_AWS,Hash_Bucket_GCF,Hash_Local_GCF
1239,1368,18797.1019,24704.9045
1024,1624,22798.4583,24327.6866
1267,1580,36736.6524,26400.3638
1400,1260,22905.0039,26246.1254
1098,1411,37760.3931,27322.9333
1219,1391,36426.6752,27968.4887
1324,1385,20638.3626,24021.2586
1241,1416,23382.5612,26584.3884
1497,1474,24236.7948,40276.7371
1159,1456,21514.7532,52743.6967
1316,1592,24286.9668,26437.3786
944,1220,27312.2584,24708.1494
1193,1702,24492.9503,25051.2787
1092,1387,22324.6118,25875.2153
1522,1340,21229.0943,25744.2796
792,1064,29181.6874,26060.145
1857,1478,24350.8172,24870.3899
1424,1151,25282.7436,24374.8099
1872,1692,23655.8478,26606.2764
1438,1380,22099.4996,24396.0992
1084,1432,25013.8239,26641.5075
1236,2156,21938.4946,25922.8955
1243,746,22528.0609,29415.2476
1260,1396,22438.4625,24540.0677
1376,1240,22294.8524,23957.8214
1304,1230,23494.9376,32355.0935
1191,2416,22431.8951,33168.0564
1456,1336,22818.4759,23850.6693
1248,1308,27357.6977,25880.4113
1228,1486,24183.7642,24436.381
1150,1328,21319.6994,24581.5806
802,1256,22516.4613,24911.09
1238,1165,22602.3474,25536.5896
1083,1424,23051.732,26333.8778
1474,2437,21953.1906,26311.6708
1304,1029,22818.2191,28345.1454
1296,1208,23394.8594,25325.346
1499,1519,22475.7849,28330.0504
1484,1342,21720.0998,24022.0376
1152,1465,22953.163,23838.7353
1395,1892,24637.4816,22759.5041
1263,1448,23029.7066,26376.3797
1340,1300,21713.6522,48899.4833
1120,996,27565.0316,24371.3039
1463,1299,22488.236,28595.711
1216,1232,23497.6375,26116.7926
1296,1471,23257.1062,23960.1805
1108,1420,23121.2124,23915.3735
1278,1156,22668.0862,27490.7022
1412,1787,23411.974,27479.5666
1343,1544,22588.2508,25101.5929
1388,1577,22426.9244,54188.5577
1693,1719,23535.6393,24400.1377
1111,1468,23142.1154,26706.8812
840,1345,21973.3441,25174.2363
1095,1392,23139.4805,25836.5046
1172,1280,23539.5659,24143.5352
1396,2232,22635.7869,27743.8791
1260,1212,24559.0995,21687.1042
1195,1304,22993.097,27761.5273
1084,1392,21816.4563,24344.4991
1900,1452,22899.4845,27951.6939
1291,1332,25402.2412,22466.0431
1545,1228,24050.3752,33174.6805
3667,1372,23290.3082,25658.7749
1300,1436,23952.8967,24028.2214
1424,1413,21668.6143,27174.8385
1180,2276,24293.8465,27343.0722
1231,1457,20731.2288,25366.3355
1120,1664,24069.0152,25193.4091
1408,1144,22468.2774,25339.6434
1352,1482,25503.9567,23584.3407
1391,2132,21916.2667,22507.0579
1340,1332,23211.1314,23264.8469
1531,1244,22568.4171,27746.9657
1233,1587,23887.9275,25312.6594
1931,1304,24004.1806,23606.5997
1099,1385,24226.1263,29447.3823
1347,1504,21449.8127,24045.9551
1547,1388,24535.9004,23421.2459
1360,1543,22057.6145,25892.1854
1240,1468,22655.5481,28053.5351
1356,1556,20680.7897,26531.7347
1272,1344,21349.2268,27365.5324
1406,1804,23687.4776,23231.0167
1237,1299,24151.9552,29146.8927
1192,1428,22836.3541,27492.7766
1204,1200,23965.0154,26757.1387
1467,1180,21072.4389,27862.3492
1188,1367,23210.4158,24518.9449
1133,1208,21346.8047,33921.9554
880,1424,24363.2647,25434.8596
1371,1240,23762.1894,28952.4135
1584,1522,27619.0606,24387.3885
1282,1255,20560.0814,24826.3544
1188,1332,24001.8175,25216.0493
1088,1390,23850.0813,26864.129
1185,1436,23122.4404,26911.1688
1591,1294,24417.8549,57828.2752
1600,1490,24034.1665,32388.8209
1139,1369,26144.6683,27158.7577
1342,1483,20677.7137,25090.5861
1473,2532,26567.5125,32539.4554
1368,1568,34395.0756,31482.9785
1303,1329,23942.1971,26426.6065
1392,1293,24549.5424,25841.6289
1191,1556,25615.4404,25330.2797
1223,1316,21742.6948,21840.7101
871,1256,22986.7045,24326.1431
1343,1068,23001.0129,27350.2886
1567,1233,25837.7188,28342.3148
1227,1422,22046.0957,26467.9675
1304,1550,24784.8529,34404.4811
1437,1464,23414.5033,23123.156
1232,1432,23256.0436,25518.7913
1340,1357,27845.975,26431.094
1340,1356,21293.6307,25025.0931
1048,1492,21237.4151,26860.1854
1412,1563,22675.4704,29583.4534
1416,1500,24233.8697,26340.1672
1072,1521,21932.0209,26331.705
1190,1016,21951.1737,25455.3998
1153,1404,22705.4023,26397.319
1252,1312,21993.856,26467.7902
1539,1675,23612.7642,24364.9893
1275,1376,21478.7466,24457.3797
1200,1570,22359.5802,28403.4405
911,2016,23215.8764,24856.2268
919,2124,34021.4005,34205.846
1543,1457,23811.7372,24274.5516
1340,1356,25719.4622,27032.9263
1172,1383,24397.6754,24423.2191
924,1112,25394.451,25847.0321
988,1324,22778.2819,25961.5066
1363,1480,24992.3369,26844.4457
1349,1449,26821.4404,26890.3221
1224,1500,26409.3002,22890.5383
1347,1416,23960.7075,27618.3588
1314,1504,20935.2461,28531.9655
1460,1216,23162.8179,24042.3455
1336,1564,21639.9254,28317.9999
1264,1180,22182.3034,24132.8178
1396,1360,25457.2773,25902.5955
1175,1416,23428.9617,23490.2371
1019,1328,23586.9137,26355.9431
1493,1511,25450.8655,24675.7555
1252,2395,24420.9048,25942.5158
1441,1545,23081.9258,25991.0017
1386,1243,22158.2575,25745.6096
1188,1308,21987.975,25241.4327
1300,1380,23449.3145,31815.5228
1332,1480,25456.3073,25012.6972
1354,1001,23734.3807,25732.8144
1343,1368,24423.5897,23084.0042
881,1448,22943.1857,27432.6883
1376,1489,22751.2763,23347.4907
2036,1224,23615.5609,25211.8568
751,2392,24734.1436,25132.9045
1384,1148,24026.6858,26054.1522
1200,1356,20373.3428,26177.9073
996,1496,22583.5861,30336.1389
1398,1220,25252.7534,25355.9364
1232,1388,22513.0873,28270.8156
1136,1308,23451.2944,28026.7429
1373,2465,23695.4234,25178.6028
1380,1536,22456.1989,27336.3622
963,1364,22862.8025,25188.4143
1107,1332,23032.4714,28498.2377
1460,1465,23383.0141,24070.9308
1343,2360,25985.684,24705.6496
1356,1468,23829.1539,24029.2698
1409,1168,22454.722,26035.8742
1471,1377,24274.0188,26629.5377
860,1436,24489.5849,24210.6481
1167,1299,23359.5196,24391.2904
1220,1428,24574.9006,22445.5954
1080,1628,23262.392,25997.3482
1356,1456,21783.9403,24142.8912
1472,1578,24272.8664,25520.4305
1420,1975,23261.3976,23101.7296
1075,1464,23540.1823,24653.6312
1242,1213,23599.039,25205.8007
1027,1348,21978.2084,23534.8551
1127,1256,23632.1619,24745.2355
1403,1632,26587.4525,25546.8328
1512,2648,32825.4241,23393.3419
1132,1368,23463.5694,24958.0766
1280,1180,21961.9194,24745.8444
1319,1508,24678.5022,28113.404
832,1460,22210.5524,23718.0739
1643,1332,21078.1603,23803.7331
1315,1496,24517.4318,25124.8913
1279,1320,22171.0154,36598.1779
1231,1424,25504.6747,25356.3436
1416,1304,25284.807,24886.319
1273,1432,21649.5565,24861.4272
1095,1213,24338.693,22379.4868
1472,2459,24860.695,26723.9174
1060,1256,24627.9296,28491.1449
1378,1268,22136.4641,32763.317
1250,995,22670.9435,26403.3188
1286,1392,21501.2333,25926.0487
1386,2240,24657.3704,35590.6241
1131,1304,24422.6626,25275.2054
1202,1237,22439.52,23947.3148
1096,1504,21565.9831,26640.5039
1460,1308,24585.0859,25162.9309
1364,1316,23273.3575,26214.2948
1094,1469,22780.8159,29742.4577
1136,1964,21351.5603,26108.7531
1302,1416,23160.4903,23333.4273
1148,1035,22941.27,28594.895
1467,2244,25247.6807,28730.0401
1379,1068,23094.9141,23981.1725
1019,1492,22964.5199,28061.3041
1104,1436,23032.1811,26916.3262
1643,1611,22681.295,24994.2482
1208,940,27027.4739,27067.6493
1158,1300,22758.1375,25430.4225
1059,1397,24764.925,24794.9302
1407,1631,23266.8519,24507.1634
1160,1872,24029.6432,28350.4879
960,1326,24797.0645,65501.0828
1457,1522,20715.4466,28054.795
1507,1499,22098.9778,35305.1598
1124,1332,22772.9697,23801.6185
1280,1328,26011.1686,24370.1861
1215,1400,22214.7,25027.7744
724,1344,24768.6374,24202.2064
1457,2356,24535.271,25402.1361
1175,1424,23061.6613,24526.02
1063,1488,23310.0565,25675.88
1432,1321,22478.7829,24933.4986
1324,1108,23185.008,26344.0922
2971,1288,24369.7517,23897.3333
771,2316,24442.4486,29167.3637
1292,1422,23945.6551,24671.2192
1340,1512,21170.8657,25568.7255
1557,1450,24400.7887,24824.3001
1046,1424,23843.3697,21546.8458
2572,1408,23262.2672,26583.6842
1295,1428,23279.7902,26071.8906
1757,1470,23954.1027,26778.599
1316,1248,24788.0651,24834.5562
1220,2392,21713.521,25179.0325
1164,1468,23417.0499,24584.9047
1348,1448,25219.2482,25254.2343
1531,1404,24475.8298,24417.8344
772,1132,22210.5757,35816.1109
1230,1584,22024.5783,25172.5967
1037,1399,24799.6355,32800.2629
1960,1336,23319.7447,27510.9361
1299,1264,23644.1191,26006.3023
1082,1564,21900.0907,24707.2514
1248,1518,22283.2493,25253.3005
1123,1320,21540.5639,26518.4613
980,1392,24913.5901,26688.5989
873,1364,24917.4951,23999.7384
1078,1264,22950.3037,29481.9305
1120,1516,22276.9927,25598.6401
1401,1780,28316.5774,25695.4904
1544,1564,25191.4844,24566.0257
1056,1352,24534.3148,25621.8872
1379,1312,22786.9938,24621.8321
881,1428,24527.5658,28133.1782
1252,1376,21959.0226,26140.0583
1320,1436,24390.4353,32212.9927
2071,1491,41674.6532,39484.9535
1211,1340,22781.285,25282.4325
2024,1573,25555.7955,25942.515
1179,1526,21768.2133,33468.318
1479,1223,23164.563,28283.4695
1168,1524,23295.1714,26966.562
1399,1360,22389.3444,23592.6658
1123,1548,22278.9147,28171.2174
1175,1657,24616.2422,25637.7328
743,1289,22400.7391,23713.3028
1364,1276,24027.9851,26613.6429
1483,1368,20730.5123,24336.044
1112,1460,30968.827,24876.8443
1177,1362,23744.5967,26846.3933
1388,1240,23551.0654,23826.3631
1294,1484,24806.3966,23130.2945
1376,1372,35849.7434,38731.2953
1240,1188,22183.3058,26111.5336
1398,1504,21656.5796,30801.8072
1168,1268,24603.0393,28171.1237
1176,1500,22968.9129,24424.2356
1253,1280,25325.5326,25169.4388
1351,1168,20397.3674,25958.7654
980,1728,26073.2404,25577.2491
1188,1276,22198.3826,24938.4489
1187,1448,31241.3792,24401.307
1354,1604,22958.9403,26279.1234
1175,1364,21861.7257,35148.4374
1361,1548,21799.0195,26720.7863
1547,1436,27727.2493,34429.9034
1067,1240,23709.6767,25915.8555
1119,1968,22364.9751,24532.1132
1164,2224,24310.6327,25079.4017
988,1416,22309.2952,24512.8057
1379,1344,23578.2861,32135.1518
1448,1240,23795.9845,27953.0015
886,1476,23160.8455,26479.0121
1206,1694,21271.087,27593.6662
1181,1932,23378.5317,26109.5345
1000,1184,21450.472,28179.8486
1404,1616,34963.693,23573.5399
1916,1136,23240.2468,25977.1222
1126,1280,22451.1203,26293.0502
1176,1278,22898.9142,26900.2171
1176,1251,22700.9412,25641.0419
1456,1468,21915.4184,25282.4057
1236,1422,20871.6617,24053.5752
1200,1368,22523.9688,30789.9957
1004,1412,23119.1368,24647.772
1552,1592,23040.8063,24329.219
1200,1408,23890.4131,24869.488
1268,820,24984.6077,50930.2825
1246,1408,22291.7773,33719.7269
1120,1192,22855.3497,24417.4764
1476,1341,23823.9728,27511.3449
1244,1708,22888.1638,27615.8512
1256,996,23156.4876,24253.9897
1328,1532,23265.865,31429.6679
1143,1480,24840.1812,25933.757
1483,1460,22532.9328,27340.0317
1575,1396,36743.0916,24276.1814
1205,1548,22960.4728,25782.2484
1412,1360,21158.0043,25491.996
1326,1384,27251.0024,24690.177
1312,1388,21171.8661,26006.6134
1032,1432,21875.7754,40332.8578
987,2296,22870.6889,32912.3704
1396,1556,23197.6859,26953.7293
1265,1452,22860.8159,24926.6528
1036,1400,24142.2304,23829.2858
1508,1871,22232.9946,24316.219
1143,1436,25988.4831,22874.621
1092,1551,22671.5445,24795.1693
1160,1159,20736.578,26458.3119
1076,1356,24897.8654,26138.1281
1388,1228,23034.1555,24975.3412
1229,1368,23048.1386,28684.4052
1443,1372,26042.008,25409.3143
1355,1192,34578.7312,25734.3457
1343,1273,22942.2117,25286.6167
1468,1420,20903.5801,23439.3073
1311,2152,20301.6896,24808.534
981,1543,24554.6101,25740.2986
1536,2248,22577.8816,26770.2869
1345,1340,23954.1496,29523.9078
1412,1447,26410.8444,25280.9859
1372,1256,22906.5631,28802.305
1167,1324,23717.66,23669.5544
1171,1252,22192.0098,26105.6578
838,1124,23314.2702,24326.3514
1340,1047,31329.1537,24735.6457
1192,1294,23820.6763,27194.2236
1164,1356,24510.699,26345.041
1075,1024,33190.4174,27253.0153
1152,1310,24328.5586,35658.488
1029,1404,23354.5028,26395.486
1102,1456,24735.3314,32180.3432
1332,1044,21671.5607,26512.6977
1051,1304,25712.9464,26664.6105
1311,1460,24401.5973,26576.5244
1220,1516,22091.9536,25015.1744
1618,1488,22963.1537,25878.2125
1311,2100,21580.6181,23340.4543
652,1394,22517.4932,22558.6872
1436,1224,21469.8217,27403.5421
1039,1421,26369.8549,26233.7295
1070,1160,24143.79,26852.6495
998,1652,22187.5979,31428.4832
1324,1296,22420.2794,24157.8515
1167,1108,24685.3158,23617.6168
1578,1502,21442.1591,26577.5343
1846,1491,22882.312,23789.646
1867,1004,24633.6672,25400.3646
1380,1363,31983.368,25304.3591
1399,1412,22613.3534,24400.4729
960,1352,23294.9836,25731.8534
1199,2227,25620.0901,24084.0357
1352,1564,27675.3558,26469.381
1668,1196,52165.2672,24359.0458
1219,1292,22204.5876,27533.798
1253,1677,22029.0878,24072.7134
1559,1340,21964.3699,24303.5663
1207,1428,23090.5456,27612.3156
1151,1472,35863.2111,25438.6858
1435,1024,23240.0818,25635.69
1719,1260,24948.5408,23692.7319
1143,1288,22302.0212,26357.216
1235,1271,24864.4523,23970.1925
2479,1412,23476.8692,24199.5633
1454,2448,21652.1027,22839.6294
1172,1553,23795.1708,26261.2353
1285,1777,26839.3868,25351.5442
1363,1440,20703.8628,31745.8999
860,1560,26819.8063,26590.2031
1516,1392,23414.3772,25076.5294
1187,1432,26810.5694,26353.8348
912,1099,25384.2681,24961.945
1148,1380,25676.2096,25221.1181
1033,1472,28364.6727,24835.2427
1170,1460,21912.904,25149.099
1575,1141,19331.1705,25559.6273
1419,1508,36729.3312,26596.4113
1100,1020,21574.9794,22815.2739
1195,1488,20904.2954,22274.1184
1100,1304,20104.0218,23923.4036
923,1352,22509.0818,25924.1279
1236,1536,23453.5614,25530.0388
783,1396,21132.0357,32921.9125
783,1355,24525.6647,24079.007
1339,1368,22507.5927,25069.5922
1155,1412,21705.3802,26077.1312
891,1310,23773.5081,26113.7864
1483,1148,23795.9897,26970.0164
1284,1413,26285.9803,25141.3147
711,1372,20955.211,26125.5171
1398,1614,24666.666,25405.3814
1337,1244,23268.3805,23898.7914
1754,1508,24070.9899,24489.5735
1355,1391,24001.5206,25922.6218
1451,1432,20377.1343,23110.204
2211,1721,21810.855,26517.6303
1336,1356,22438.6035,23989.2645
1216,1252,23975.2455,28101.3972
985,1170,22407.7271,23007.7993
1024,1435,23128.2201,24996.0012
1380,1716,23538.5644,29356.8154
1279,2391,21916.0611,34359.8246
1436,1308,24680.9941,22967.714
1202,1218,24068.0243,27512.205
1636,1072,24291.1696,25475.4096
1688,2395,24180.6713,23068.4756
1399,1413,25957.9021,26786.9162
1148,1380,24120.0962,24293.9186
1380,1412,23809.4868,25560.1263
867,1187,26167.8351,24729.8944
1385,1412,21795.4123,24748.035
1556,1988,24268.3304,27106.4164
1142,1224,24135.0612,35363.2737
1275,1764,24561.2479,24690.435
1024,1360,27434.3507,24492.0078
1467,1556,23669.1838,25683.9842
1263,1413,26719.6229,24226.9986
1187,1354,22166.1931,23152.7638
1095,1304,21967.2792,24503.9378
1188,1408,26062.4769,29981.0154
964,1571,23774.5695,26839.6053
1296,1027,33335.2023,25172.6546
1051,1312,24445.211,24681.8444
1053,1456,24894.424,24851.4704
1066,1896,23329.5022,24471.1592
1304,1510,24217.2029,32849.0762
1100,1252,23993.6693,23325.52
1076,1328,24103.2766,26088.8886
906,1422,22935.1473,24507.7538
1236,1261,22861.8742,26951.408
1267,1456,21769.4874,27447.0133
1359,1688,25664.82,24729.7231
1189,1221,25472.1202,26842.3245
844,1304,22186.0576,23846.1589
1813,1407,25061.2615,26446.9849
1655,1348,23549.2081,23774.0638
1231,903,33661.0438,26419.8816
1296,1404,31869.4352,27512.7143
555,1148,22390.2364,24141.4454
1209,1348,22906.6151,24727.8826
1803,1380,26292.7237,28030.8661
837,1604,23149.2314,21260.7847
912,1276,23491.9657,24578.2042
1156,1344,25808.612,24851.1368
1184,1316,22175.1338,22595.0943
1692,1076,21744.2139,23959.8678
1061,1628,25016.3524,23544.0199
1311,912,22577.73,27382.4934
1348,1714,23542.8975,26418.2905
1556,1168,27940.6186,25112.6836
1143,1240,24150.7158,28703.4445
1700,1511,38334.8996,25957.8596
1251,1416,23964.4979,25482.0065
1348,1424,25146.8498,24924.5576
1494,1388,23834.0702,24979.9784
1336,1334,21754.6374,25468.2365
1168,2000,24604.0929,27043.952
1488,1394,23901.3683,27133.0959
1140,1188,24789.9268,60159.7672
1116,1472,21815.3992,26052.4614
1208,1488,24006.4007,25701.7395
1539,1506,21660.9934,35195.6792
1307,1548,24746.7022,26980.9079
1061,1516,23881.0537,25658.0206
1195,1596,22971.6592,27577.4527
1084,1532,23149.5425,22654.3059
1303,1432,24530.0297,24888.6927
859,1304,25005.0999,24262.815
1240,1548,22417.3882,26301.9255
1247,1448,24041.06,26609.8143
1219,1412,22275.6721,25489.6877
1519,1488,24615.551,24350.8636
1143,1198,25556.8077,26409.1623
1276,1440,22583.8425,24887.4825
1308,1128,22928.09,25216.3896
1201,1760,22139.759,23921.764
1344,1479,23435.9911,24524.0949
1261,1088,25570.9704,25841.0795
2134,1443,23177.5993,27174.0291
1285,1296,23606.9652,25097.491
1468,1356,25985.9806,27749.1184
1304,1374,21404.83,26658.3621
1656,1820,24840.9121,26154.9047
1472,1852,21645.7768,25647.3864
1156,1296,23383.2275,25477.7215
1416,972,26314.7889,23148.3637
1383,1468,22484.8056,26212.1451
1408,1112,23395.2615,27209.758
1208,1508,24354.4173,24544.5875
1284,1380,36556.51,26679.5128
1296,1540,21712.7125,28362.3513
1324,2020,21994.1667,25395.7562
992,1429,24868.0918,26139.9961
1331,1452,26353.2952,23593.3401
1171,1244,23463.4969,24032.4706
1228,1620,21858.0043,27031.9696
1424,1508,23673.0671,26235.3498
2367,2248,21161.9896,24761.3403
1221,1018,21356.0742,27200.1112
996,2491,22274.018,23778.4017
1696,1148,22966.5014,23630.13
1362,1112,25097.9093,23631.1477
1104,906,21391.2636,24969.4568
1144,1654,23940.1728,26632.6959
1172,1332,25301.022,28199.2408
1136,1408,21998.7113,24939.3287
1300,1392,23842.7679,26109.36
1456,1520,22395.1981,25387.4263
1472,1582,25914.2077,23492.2965
1628,2324,22327.21,24270.3347
1594,1404,28807.3998,40684.5895
1315,1256,24315.9047,24803.8646
1440,1352,23701.7163,24476.1516
1065,1470,23698.9267,24903.4521
1602,1308,21913.2412,22606.6017
1465,2232,22259.9238,26932.4715
1248,1322,20625.0317,25792.933
1548,1304,25276.5256,23551.3108
1031,1552,22978.6389,25078.2371
1379,1567,23036.7749,23652.4154
1023,836,25331.4825,23401.9845
887,1181,24774.1186,26502.2167
1339,1319,23379.6053,25796.7667
1668,2300,22367.812,26743.7944
1120,1460,22806.7598,25077.1591
1327,1220,23284.5329,27025.4286
1069,1009,22933.3766,25220.2493
1183,1156,38854.7154,26862.0069
1272,1203,24762.2469,27049.8156
879,1380,21933.9622,27557.1862
1420,1351,31007.151,30214.9237
1048,1432,23941.7895,26374.559
1203,1535,27503.208,25041.7138
1090,1640,29592.1885,33372.5655
1388,1142,21763.905,23695.401
1144,1300,25257.4918,27999.3375
1632,1312,23809.345,22203.6932
923,1280,22909.0684,16698.0063
1539,1305,22163.3035,25442.6703
1292,1408,19712.0756,25871.6628
1091,2104,23647.9587,26818.2872
1163,1358,20674.1585,36793.0713
1363,1536,23197.0982,21961.6508
1063,1480,21934.9827,25249.4955
1439,1428,22253.9539,23485.7075
1224,1300,24564.7295,22595.0813
1140,1468,22886.9173,27490.05
1299,1484,22955.8919,25649.5494
1421,1179,21444.6963,26193.6537
1494,1420,24536.0418,23456.6806
1212,1432,22626.5441,26847.1936
1264,1412,22250.4939,25525.2287
1252,1176,24076.6806,27673.7741
1260,1433,23894.4705,27291.27
1269,1308,24963.737,27270.5159
1220,1170,24187.9539,22389.7492
2471,2276,20136.9505,25900.4573
1176,1464,24560.6899,24332.2603
1276,1386,26777.9625,24422.8792
1162,1291,22785.0143,24683.0271
1255,1432,21614.52,26448.565
1244,1464,22581.5905,25386.6461
1104,1396,20430.7006,25729.0059
1348,1236,25320.6289,27660.8729
1383,1428,21399.8817,22120.6578
1244,2420,25209.3469,25576.8482
1457,1300,21731.1425,26103.1766
1232,1356,23239.5564,24885.5211
2608,1320,21094.2737,40561.4011
942,1345,21380.8964,36693.9772
1028,1264,25339.7603,29453.1313
